0.007022	0.446406	e
1.733940	2.343162	p
3.479596	4.850346	p
6.057074	8.247931	p
9.290638	10.989431	p
12.289886	14.609617	p
16.366988	17.772886	p
17.948623	18.721866	p
19.916879	21.170471	p
23.794813	24.357172	e
25.423311	26.477734	p
27.989073	30.273656	p
33.003440	34.034432	p
36.436173	41.134213	p
41.263087	41.673141	p
43.032175	44.566946	p
44.836410	45.012147	e
45.375337	46.183728	p
47.273299	48.233995	p
50.553726	52.135360	p
53.763858	55.696967	p
56.036725	56.458495	p
56.763106	57.208307	p
57.922971	58.227582	p
