0.000000	0.706109	p
0.762598	1.971299	e
2.251503	2.454665	p
2.454665	2.980699	e
3.182579	3.752594	e
3.752594	4.144478	p
4.203855	4.904497	e
4.975749	7.730818	p
8.273434	9.240804	p
9.366340	10.862628	p
11.800776	12.655797	p
12.762675	13.926454	p
14.437092	15.814626	p
17.334664	18.391566	p
19.294088	20.647872	p
21.708042	22.515562	p
23.216205	23.881221	p
25.318132	26.030650	p
27.526937	32.395809	p
33.132077	34.367108	p
35.412134	39.330982	p
39.696374	40.457207	p
40.505963	41.002005	e
41.002005	41.250909	p
41.487455	43.648150	e
44.438992	49.695976	p
50.056092	51.616594	e
51.934343	52.774613	p
52.774613	53.191218	e
54.631681	55.076530	p
55.387218	58.691810	p
59.539141	62.829610	p
62.829610	63.606331	e
64.029996	65.689353	e
65.830575	66.840937	p
