0.000000	0.799154	e
0.937469	4.733452	p
5.117661	7.607334	p
8.467961	10.511952	p
11.080581	11.971945	p
12.632784	13.600990	p
13.723937	14.492355	p
15.187482	16.038382	p
16.402846	17.389759	p
17.554244	18.376671	p
18.595985	19.171683	p
20.655063	21.638638	p
22.525357	23.905207	p
24.882981	25.604889	p
25.696270	26.619215	p
26.765425	27.350262	p
28.126998	28.593040	p
30.173927	32.531551	p
35.009752	36.650997	p
37.594390	38.499014	p
40.436665	43.887157	p
45.024398	51.666918	p
53.579550	57.146351	p
59.511295	60.622689	p
