0.577261	1.690551	p
1.855482	2.535826	p
2.964510	3.970016	p
4.082703	4.490106	p
4.958187	5.877011	p
7.402607	10.523144	p
11.040120	11.895704	p
12.483273	12.926527	p
13.452247	16.678725	p
17.864172	18.874379	p
19.315911	22.012850	p
22.260677	23.383186	p
24.272447	27.086010	p
27.377571	27.946115	p
28.441769	28.675017	p
28.793233	30.164228	p
30.339468	31.421833	p
34.594438	36.068516	p
36.346838	38.099238	p
38.645575	39.006363	p
39.490850	40.531982	p
40.789688	46.593224	p
47.015862	48.520864	p
48.520864	50.469121	e
51.190697	54.355326	p
54.417175	56.179883	e
56.265343	56.592213	e
56.892199	57.089002	p
