0.633801	3.950691	p
4.246465	5.323926	p
5.873220	7.415468	p
8.007015	9.971798	p
10.204191	11.830946	p
11.999960	13.056294	p
13.478828	14.345022	p
15.443610	17.323886	p
17.535153	19.542188	p
19.985849	21.633730	p
22.014011	22.943585	p
24.380200	32.091442	p
32.492849	34.837912	p
35.429459	37.922408	p
38.577336	40.077331	p
40.647751	45.971677	p
46.351958	48.675893	p
49.077301	51.337856	p
51.760390	56.492769	p
57.546308	60.444440	p
60.593828	61.520036	p
61.773996	63.940125	p
64.238902	65.299558	p
65.538580	66.703808	p
68.645855	69.064142	p
