0.000000	8.126425	p
8.321906	11.561306	p
11.912641	15.375448	p
15.543003	20.625510	p
20.904768	23.110911	p
23.613577	33.722738	p
34.432586	44.402118	p
44.765154	49.093663	p
49.456699	54.706761	p
54.993086	63.830772	p
64.186210	66.091754	p
66.476812	71.285101	p
71.531933	76.231615	p
77.021478	83.182406	p
83.587211	87.605637	p
87.684623	90.133197	p
90.557748	91.110652	p
91.614190	100.282932	p
100.559384	104.242118	p
104.587683	107.065877	p
107.510175	112.831874	p
113.325538	118.509011	p
118.795337	126.950668	p
127.276486	131.729337	p
132.094648	138.887467	p
139.331765	143.330444	p
143.735249	149.580232	p
150.034403	150.932872	p
151.377169	152.325004	p
153.075374	153.786250	p
154.585986	155.277116	p
155.612808	162.810431	p
163.402828	168.813386	p
169.188571	182.053458	p
183.248126	185.815179	p
