1.196465	4.046866	p
4.521933	6.633341	p
6.967648	8.516014	p
8.639179	8.938295	p
9.184626	10.257926	p
10.504257	13.213897	p
13.513014	17.559880	p
17.911781	19.706478	p
20.005594	22.222573	p
22.433714	24.122841	p
24.580312	27.043622	p
27.342738	29.436552	p
29.542122	32.603664	p
32.990756	34.715073	p
34.891023	39.043460	p
39.324981	40.873347	p
41.418794	46.169463	p
46.363009	50.585825	p
50.990512	54.192815	p
54.315980	58.310061	p
58.609177	62.937564	p
63.359846	67.793804	p
68.040135	70.978511	p
71.435983	73.899293	p
74.180814	75.957916	p
