start,end,start [s],end [s],dur [s],speaker
9643,9915,0.603,0.62,0.017,SPEAKER_00
9915,17792,0.62,1.112,0.492,SPEAKER_02
55280,98471,3.455,6.154,2.699,SPEAKER_00
113140,121018,7.071,7.564,0.492,SPEAKER_03
189202,190016,11.825,11.876,0.051,SPEAKER_03
190016,191918,11.876,11.995,0.119,SPEAKER_00
191918,203056,11.995,12.691,0.696,SPEAKER_03
295959,355449,18.497,22.216,3.718,SPEAKER_01
360882,374736,22.555,23.421,0.866,SPEAKER_01
409235,422546,25.577,26.409,0.832,SPEAKER_01
439388,470628,27.462,29.414,1.952,SPEAKER_01
