0.000000	3.120935	p
2.884898	5.114138	n
5.402628	6.241871	e
6.241871	8.156394	p
8.602242	9.598843	n
9.467712	10.490539	p
10.490539	11.670725	n
11.801857	13.191853	p
13.952417	16.050525	p
16.155430	17.938822	p
19.014102	20.561457	p
21.479379	23.420129	p
23.420129	24.836351	p
25.465784	29.058793	p
29.373510	30.737280	p
30.947090	36.848019	p
37.136509	39.680464	p
40.414802	43.011210	n
43.168569	44.374981	p
46.132146	47.259879	p
48.885912	50.459493	p
51.587226	53.134581	p
54.472124	58.851925	p
61.736823	62.995688	e
