0.203278	9.401622	p
10.011457	13.060631	p
13.975384	17.075378	p
17.075378	18.599965	e
18.345867	19.565537	p
19.565537	20.124553	e
20.124553	20.581929	e
20.531109	21.255288	p
21.356927	22.157336	e
22.208155	23.415120	e
23.504055	24.825364	p
24.914298	25.613067	e
26.019624	29.602404	p
29.920026	31.762236	p
32.422890	33.896658	p
34.633542	35.865917	p
40.985989	41.748283	e
41.748283	42.447052	p
43.145821	44.225737	p
44.314672	45.508932	e
49.231466	51.162610	p
52.115477	53.297032	p
53.957686	54.605636	p
54.605636	55.380635	e
55.698257	56.663829	p
57.375303	58.417104	p
59.979806	61.034312	p
