0.253033	3.706939	p
4.111793	5.237792	p
5.414915	8.957383	p
9.855651	11.538323	p
12.398637	14.131916	p
15.321173	17.155665	p
17.585822	18.357574	p
19.470921	20.331234	p
21.773525	22.798310	p
23.127254	24.227949	p
25.531071	27.567990	p
28.668685	29.819987	p
30.515829	31.502660	p
32.362973	33.906477	e
34.792094	35.816879	p
38.790022	40.371481	p
40.637166	41.484828	p
44.015162	44.926082	p
45.255025	46.014126	p
51.960411	53.883465	p
55.578788	56.831304	p
58.159729	59.083301	p
60.082783	60.778625	p
