1.046625	3.679047	p
3.964490	4.789104	p
5.930877	7.358093	p
8.024128	9.451344	p
9.831935	10.846845	p
12.305777	13.479266	p
16.523994	18.807540	p
18.807540	19.410143	e
19.759018	21.788837	p
25.531315	26.799952	p
28.322316	29.210362	p
29.781249	31.367045	p
32.857693	34.094614	p
35.965853	37.297922	p
38.281115	39.391172	p
41.420991	42.372469	p
45.163470	46.114947	p
48.525357	50.238017	p
52.204404	53.187597	p
53.695052	54.678246	p
55.407712	57.056940	p
56.454337	56.930076	e
57.310667	58.389008	p
59.181906	60.196816	p
