2.181652	3.199757	p
3.902734	6.338912	p
6.569198	7.405498	p
7.987272	8.762971	p
9.368985	10.156804	p
10.593135	11.417314	p
12.156652	13.320200	p
14.907958	15.513973	p
16.713882	18.350121	p
20.277247	22.471020	p
23.828493	24.895078	p
28.385722	29.343225	p
30.276488	31.161269	p
32.106652	33.270199	p
33.961056	35.379130	p
37.027490	38.106196	p
39.112180	40.869622	p
41.766524	43.051275	p
43.293680	44.117860	p
46.747963	47.560023	p
50.105284	51.074907	p
52.202094	53.474725	p
56.916888	58.225879	p
