0.184115	0.418444	p
1.037741	2.100589	p
2.267966	2.728254	e
3.598618	4.075644	p
4.293235	4.544301	e
5.121754	5.448140	e
5.674100	6.159495	e
6.159495	6.552832	p
6.552832	7.172129	e
7.607311	7.958804	p
8.050861	8.963069	p
8.963069	9.498677	e
9.498677	10.795853	p
10.117974	10.938124	e
11.247773	11.850332	p
12.344096	13.055451	p
13.976027	14.687382	p
14.888235	15.507532	p
15.658172	16.344420	p
17.959614	18.545435	p
18.679337	19.482749	p
19.758922	20.420064	p
21.148156	21.851142	p
22.595972	23.340803	p
