0.282134	1.399818	p
2.126855	3.450714	p
4.764951	5.478543	p
6.844342	7.657683	p
9.683363	10.366262	p
12.499365	13.466166	p
14.831965	15.722037	p
18.445962	19.190246	p
20.379566	21.231272	p
23.364374	24.100985	p
24.523001	25.666283	p
26.828342	27.254189	e
27.499373	28.428493	p
28.673678	29.202760	e
29.224166	29.972906	p
30.101512	30.926211	e
31.002170	31.468776	p
31.951659	33.074768	p
34.664484	35.348116	p
37.084324	38.744574	p
40.762916	41.500804	p
43.426910	44.067137	p
45.070883	46.215695	p
46.736558	48.179781	p
50.149292	50.822073	p
52.569132	53.453514	p
53.941822	54.723875	e
