0.375784	6.442006	p
7.837774	11.702978	p
12.830329	18.520768	p
19.433385	26.090125	p
27.163793	30.384796	p
31.351096	33.122648	p
34.315736	35.454533	p
37.048848	38.035805	p
39.592160	40.655037	p
41.983633	44.185306	p
44.982464	47.601696	p
48.087979	48.566784	p
49.077509	50.003199	p
50.545845	51.375773	p
51.902459	52.891989	p
53.453967	54.763090	p
56.749345	57.155624	p
57.561904	58.758171	p
59.415803	60.612816	p
61.626286	62.623796	p
63.290037	63.912483	p
64.782312	65.340918	p
65.787803	66.521971	p
67.064616	67.926465	p
68.429210	68.931956	p
69.626223	69.977346	p
73.400802	74.182850	p
75.100560	77.039720	p
77.765907	79.553446	p
82.506076	85.131524	p
86.344496	87.222305	p
88.211836	89.520569	p
90.821323	91.579431	p
93.364710	94.254395	p
95.336252	95.706360	p
98.088343	101.015999	p
102.411025	104.128710	p
104.968572	105.727770	p
106.947231	107.402750	p
108.679151	109.215335	p
111.118074	111.943701	p
112.309065	112.916423	p
113.874910	114.344664	p
114.648343	115.445501	p
118.007793	118.956790	p
121.519082	122.112206	p
122.188125	122.653134	p
122.683331	123.510390	p
125.457420	126.249833	p
132.081420	133.595071	p
134.406463	135.592710	p
138.605776	138.933180	p
139.156194	139.877432	p
140.835919	141.381592	p
142.980652	143.792045	p
144.869157	145.206051	p
145.727999	146.990165	p
148.297656	148.782935	p
148.925072	149.141251	p
149.538422	149.909173	p
150.551696	150.719457	p
150.862053	151.465991	p
152.367712	153.085919	p
154.047519	155.276452	p
155.388173	155.623585	p
155.970719	156.880448	p
157.626586	158.368734	p
158.859509	159.513876	p
162.454536	163.200674	p
163.332345	165.087964	p
165.598689	166.053554	p
167.114905	167.573759	p
168.811949	169.407262	p
169.853040	170.493495	p
174.025869	175.120567	p
175.972625	176.251942	p
176.401476	176.604616	p
177.885525	178.257947	p
182.205065	182.952733	p
183.074052	183.347727	p
184.419853	184.659671	p
185.094164	185.421445	p
185.760011	186.358145	p
188.355686	188.824035	p
189.094888	189.374206	p
190.042874	190.429404	p
190.542708	191.113094	p
191.327582	191.676524	p
191.731885	193.149462	p
193.843991	194.097309	p
194.241583	194.402633	p
195.753106	196.070173	p
196.125534	196.799932	p
197.686844	198.982225	p
200.409214	200.973867	p
202.141133	203.521924	p
204.603781	205.524308	p
205.642933	206.549225	p
207.678532	208.058130	p
209.728365	210.553993	p
211.237271	212.086623	p
213.196950	213.661958	p
215.455563	215.806692	p
216.153076	216.774669	p
219.540996	220.570658	p
222.601511	223.365454	p
224.210062	224.404606	p
224.599150	225.182784	p
227.607471	228.352434	p
228.869637	229.695265	p
230.027414	230.739162	p
232.940835	233.870852	p
233.951517	234.672755	p
236.770039	237.363162	p
238.796147	240.433167	p
241.059506	241.320480	p
241.595689	242.212537	p
244.651460	245.268308	p
245.816578	246.431045	p
246.492890	246.640522	p
247.959129	248.232447	p
249.239932	249.798538	p
255.238959	255.546193	p
255.625993	256.523753	p
257.489343	257.784606	p
258.131739	258.594584	p
258.766156	259.460423	p
260.904818	261.850458	p
262.365173	262.796098	p
263.478395	264.240493	p
264.823039	265.269924	p
265.441495	265.748729	p
265.912320	266.091872	p
267.292875	267.951231	p
269.523308	269.902362	p
271.103364	272.156735	p
272.723321	273.122325	p
274.311357	275.065475	p
277.535311	277.918355	p
278.608632	278.959756	p
279.211128	280.080957	p
281.266000	282.135829	p
283.412642	283.755785	p
284.326361	285.156290	p
285.774746	286.050059	p
286.173751	286.668516	p
286.899938	287.606175	p
289.900449	290.243593	p
290.379254	290.810179	p
290.869992	291.292296	p
292.884239	293.161820	p
293.593614	293.911528	p
294.411561	295.181799	p
299.721408	299.969690	p
300.127687	300.313899	p
302.599221	303.030893	p
303.191712	303.834988	p
304.828115	305.347250	p
309.719179	310.752585	p
311.658888	312.933868	p
313.512339	314.296684	p
315.199528	315.684806	p
316.954429	317.484850	p
317.981414	318.590833	p
321.953924	322.371489	p
322.563344	323.172763	p
324.036107	324.391601	p
325.204160	325.649939	p
326.120491	326.803769	p
326.979333	327.748021	p
328.540433	329.192869	p
329.854794	330.436055	p
334.084949	334.630622	p
335.840594	336.742141	p
338.056502	338.445591	p
338.739780	339.024479	p
339.442038	339.916536	p
340.903493	341.563046	p
342.331734	342.630668	p
344.466978	344.837087	p
345.083826	345.311585	p
348.448021	349.017419	p
350.322290	351.128938	p
351.669866	352.452789	p
352.652078	353.340101	p
357.449258	358.265396	p
