0.614170	4.533160	e
4.737883	6.463408	e
4.774441	5.907731	p
6.397604	8.269361	p
8.474084	10.784533	p
11.186668	13.833449	p
13.029178	13.833449	e
13.891941	15.807567	p
16.070782	18.351985	p
18.805301	21.832282	p
22.285598	24.230470	p
24.464439	28.529660	p
29.509407	37.786080	p
38.210149	42.626324	p
43.123510	43.693810	p
44.088634	48.285462	p
48.987371	51.999729	p
52.467668	53.374300	p
53.520531	57.073943	p
57.147059	61.300018	p
61.958057	65.935539	p
66.359609	67.938903	p
69.284228	72.238093	p
72.501309	76.771253	p
77.034469	81.728483	p
82.737476	88.806061	p
89.157015	91.818419	p
92.491081	94.772284	p
94.947761	95.956755	p
96.717156	101.937601	p
97.514115	98.373222	e
103.239057	109.892565	p
110.185027	116.633813	p
