0.788624	3.864258	p
4.416295	7.886241	p
12.065948	14.747270	p
16.639968	17.507454	p
17.714468	21.598441	p
23.057396	26.231608	p
27.296250	28.400324	p
28.686200	29.711411	p
31.150650	32.885623	p
34.798037	37.676514	p
38.662295	39.628359	p
41.737928	43.946076	p
45.720480	47.080856	p
52.995537	54.217904	p
54.454491	55.499418	p
55.972593	57.313254	p
57.313254	59.186236	p
59.738272	60.625475	p
61.059218	62.695613	p
63.425090	64.332008	p
65.337503	66.520439	p
67.900532	69.458064	p
70.739578	72.119670	p
87.892151	90.967785	p
