0.176772	0.699143	p
0.717156	1.090921	e
1.424157	1.830938	p
1.893030	2.273547	e
3.080185	4.539220	p
5.610981	6.583671	p
7.412259	8.204821	p
11.402089	14.446249	p
16.769897	17.670536	p
19.832070	20.696683	p
22.984306	26.812022	p
28.325095	30.441597	p
34.026140	36.845139	p
37.439561	38.358213	p
39.384941	40.420676	p
41.483430	45.649258	p
42.751600	45.649258	e
45.725680	46.821058	p
47.406958	48.203018	p
49.979824	50.693094	p
55.335715	57.258995	p
58.412185	60.061301	p
59.798124	60.224000	e
