0.607391	2.794001	p
3.401392	4.575682	p
6.478842	8.867915	p
10.042205	11.256988	p
12.228814	13.524582	p
14.658380	16.521047	p
17.330902	18.424206	p
19.153076	20.367859	p
20.853772	21.947077	p
22.594961	23.566787	p
24.336150	26.441773	p
26.968179	27.940005	p
28.344933	29.276267	p
29.802672	30.895977	p
31.462876	32.961108	p
34.013920	35.512152	p
36.241021	37.455804	
38.387138	39.966356	p
41.464588	44.015632	p
44.865980	46.040270	p
46.647661	48.226879	p
48.874763	50.615952	p
51.101865	52.559604	p
53.045517	54.786706	p
55.353605	57.378243	p
59.645838	60.860620	p
