0.359179	3.551883	p
4.190423	5.228052	p
5.986319	7.103765	p
7.662488	8.819843	p
9.099205	10.336378	p
12.052456	13.209811	p
13.928169	14.965798	p
15.684156	16.562149	p
17.001146	17.998866	p
18.358045	19.595218	p
20.034215	21.071843	p
22.149381	23.306736	p
24.264547	25.342084	p
25.581537	26.858618	p
27.537068	28.415061	p
30.171048	31.368312	p
32.645393	35.319283	p
37.155087	40.267973	p
41.265693	42.981771	p
45.017119	46.174474	p
47.291921	48.409367	p
50.803895	51.921341	p
56.670487	57.748025	p
58.546201	59.583829	p
