0.000000	1.004326	e
1.004326	3.285337	p
5.123764	7.506909	p
8.851685	9.873033	e
11.762527	14.418032	p
14.673369	15.541515	e
15.984100	17.345897	p
17.635279	18.690672	p
21.039773	22.078144	p
29.193536	31.866064	p
32.291626	33.312974	e
34.249210	35.015221	p
35.696120	37.023873	p
40.922018	41.739097	p
41.841232	43.271119	e
44.939321	45.501063	p
45.781934	47.309700	e
47.748029	48.548085	p
49.194939	49.977973	p
50.395023	51.135501	e
52.156849	52.897326	p
52.897326	53.782495	e
54.471905	55.697523	p
55.982649	56.808239	e
61.757522	62.688938	e
