1.241271	7.129824	e
7.340130	8.339080	p
8.969997	10.021524	p
10.599864	11.414798	p
11.835409	12.702919	p
12.992089	14.017328	p
14.832261	16.514705	p
18.328589	20.431644	p
22.771292	23.638802	p
25.741857	26.661943	p
30.021104	31.125207	p
33.333414	34.227213	p
41.298734	43.138906	e
43.848687	45.031655	p
49.080035	50.184139	e
51.551124	52.497499	p
53.864484	54.784571	p
53.969637	54.547977	e
58.254611	59.148409	p
63.564823	64.852944	p
64.852944	65.773031	e
66.903423	67.849797	p
67.849797	68.848748	e
