1.282742	2.232304	p
2.682096	3.714953	p
3.981497	5.197603	p
5.414169	6.663593	p
6.813524	8.162902	p
8.346150	9.562256	p
9.728846	11.777901	p
12.227693	15.292946	p
16.409098	17.941725	p
18.474812	19.890826	p
20.057415	21.573383	p
22.023175	23.322576	p
23.739051	24.955156	p
25.638175	27.070847	p
27.387368	29.169879	p
30.819118	33.934348	p
34.867251	36.683080	p
37.899186	39.148610	p
39.498448	40.647918	p
41.414231	42.946858	p
43.679853	45.029231	p
45.928816	47.444783	p
48.261073	49.627110	p
49.926972	51.209713	p
52.775658	54.941326	p
55.357800	56.557247	p
56.573906	57.823330	p
58.139850	61.271739	p
61.854803	64.153743	p
64.786784	66.119503	p
