0.373697	1.993049	e
4.608926	6.726540	p
9.280134	15.757543	p
16.504936	18.871682	p
26.594746	28.774644	p
30.227983	31.417078	p
32.385971	34.499918	p
35.380730	40.137112	p
40.973883	42.162978	p
44.012683	45.069656	p
45.721948	46.455175	p
46.952722	48.183496	p
52.739979	53.708886	p
55.280087	57.322648	p
57.558328	58.501049	e
59.967503	61.460144	p
63.528892	64.393053	p
66.147560	67.928255	p
68.713855	69.551829	p
69.798356	70.983430	p
71.538933	72.279605	p
72.909175	74.001665	p
75.168222	77.519854	p
79.427082	80.519572	p
81.566420	85.695662	p
86.491883	87.528823	p
87.954709	88.880548	p
89.232367	90.047105	p
90.750743	92.287636	p
92.546871	93.528260	p
