2.055770	2.867713	p
3.083655	3.601917	e
4.940759	5.830441	p
5.977282	6.530094	e
7.946675	8.758618	p
9.803778	11.220359	p
11.375838	11.833635	e
13.120651	14.174450	p
14.796363	15.919263	p
17.499960	17.992309	p
19.538455	21.913820	p
23.563619	25.360258	p
25.628027	26.569535	p
26.569535	27.286463	e
28.970813	29.514987	p
30.491046	32.270410	p
32.780034	33.445136	p
33.937485	35.518182	p
36.537429	37.608503	p
38.178590	39.465606	p
41.227695	43.395755	p
43.862191	44.717322	p
47.325904	49.234834	p
52.283938	53.579592	p
53.881911	54.590202	e
55.168927	56.231363	e
57.630669	59.379801	p
59.384120	59.893743	e
59.893743	60.424961	p
60.938904	62.605978	p
