0.000000	7.175886	e
7.591020	9.548080	p
19.570598	21.290439	p
25.797607	28.051191	p
29.474507	31.075738	p
31.550177	33.744456	p
34.218895	46.139168	e
46.969436	51.061470	p
52.662701	55.568638	p
56.754735	59.542063	p
64.760889	79.527795	e
71.106507	72.648433	p
74.724103	76.443943	p
81.603464	82.315123	p
84.924536	86.881595	p
88.482826	90.202667	p
91.507373	96.726199	e
95.718017	98.742564	p
98.742564	101.826416	e
99.572832	104.791658	p
106.630108	108.942997	p
109.713960	110.722142	e
110.129094	113.272251	p
113.746689	120.151613	p
120.863271	124.836695	p
128.217071	133.732422	p
141.857185	143.161892	p
144.407293	145.889915	p
147.669060	149.210986	p
153.777459	158.521846	e
156.208957	158.521846	p
158.818370	160.656821	e
161.783613	162.851100	p
162.495271	165.045379	e
165.282598	167.417573	e
169.908376	182.955442	p
173.466667	174.949288	e
180.701858	181.887954	e
184.378758	185.920684	p
187.403305	192.740741	p
194.223362	196.714165	p
197.603738	198.493311	p
200.391066	202.170211	p
204.483100	208.160000	e
