4.745653	6.399441	p
6.543248	7.227317	e
8.210665	9.311587	p
10.540773	11.908909	p
11.812712	12.635732	e
14.071796	16.105543	p
16.448738	18.635017	p
18.723993	19.690023	e
21.863591	22.397449	p
23.490588	26.681030	p
27.202177	29.731651	p
30.836695	32.298451	p
35.793954	36.874382	p
42.848515	43.534905	p
49.356507	50.246271	p
51.885980	54.173946	p
54.326477	56.423779	p
58.711745	59.232892	p
61.177663	64.253706	p
66.706914	67.342460	p
67.660233	71.981946	p
73.786897	74.587685	p
79.074640	79.951694	p
81.108388	82.099839	p
